Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
Lactulose	D007792	4618-18-2	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,48	5
Methylnitrosourea	D008770	684-93-5	COVID-19	MESH:D000086382		CCL2|CCL3|IL10|IL1B|IL2|TNF	12,47	3
Oxidopamine	D016627	1199-18-4	COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	12,47	5
Butyric Acid	D020148	107-92-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL6|TNF	12,42	5
Mn(III) 5,10,15,20-tetrakis(N-methylpyridinium-2-yl)porphyrin	C502230		COVID-19	MESH:D000086382		CCL2|IL1B|TNF	12,42	2
O,O-diethyl dithiophosphate	C059015	298-06-6	COVID-19	MESH:D000086382		IL1B|TNF	12,42	2
Pentamidine	D010419	100-33-4	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL2	12,42	3
1',3'-dihydro-1'-ethanol-3',3'-dimethyl-8-methoxy-6-nitro-spiro(2H-1-benzopyran-2,2'-(2H)-indole)	C555017		COVID-19	MESH:D000086382		IL6|TNF	12,41	5
diglycyl-histidine	C037026	7451-76-5	COVID-19	MESH:D000086382		IL6|TNF	12,41	5
Ro 106-9920	C461648		COVID-19	MESH:D000086382		IL6|TNF	12,41	5
technetium Tc 99m mebrofenin	C034837		COVID-19	MESH:D000086382		IL6|TNF	12,41	5
Thiopental	D013874	76-75-5	COVID-19	MESH:D000086382		AGT|IL1B|IL2RA|TNF	12,40	5
vanadium pentoxide	C066075	1314-62-1	COVID-19	MESH:D000086382		CXCL10|CXCL8|IL6|TNF	12,40	5
aroclor 1248	C028617	12672-29-6	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,38	5
dihydrotanshinone I	C000713095		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,38	5
di-n-butyltin	C056189	1002-53-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,38	5
Levamisole	D007978	14769-73-4	COVID-19	MESH:D000086382		IL1B|IL2|IL6|TNF	12,38	5
PD 123319	C073402	130663-39-7	COVID-19	MESH:D000086382		ACE2|AGT|CCL2	12,36	17
Anisomycin	D000841	22862-76-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|TNF	12,34	3
Progesterone	D011374	57-83-0	COVID-19	MESH:D000086382		AGT|BSG|BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|LZTFL1|TMPRSS2|TNF|UGCG	12,34	14
Scopoletin	D012603	92-61-5	COVID-19	MESH:D000086382		IL10|IL6|TNF	12,34	5
3',4'-dimethoxyflavone	C509288		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6	12,33	4
Carnitine	D002331		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	12,33	5
1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	D015632	28289-54-5	COVID-19	MESH:D000086382		CCL2|CSF3|IL1B|IL2|IL6|TNF	12,31	5
Zoledronic Acid	D000077211		COVID-19	MESH:D000086382		CCL2|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TMPRSS2|TNF	12,31	8
Complex Mixtures	D045424		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,29	5
Stavudine	D018119	3056-17-5	COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	12,29	5
JP8 aviation fuel	C098607		COVID-19	MESH:D000086382		BSG|CCL2|CCL3|CXCL8|IL10|IL1B|IL6|TNF	12,28	6
Androgens	D000728		COVID-19	MESH:D000086382		IL1B|IL6|TMPRSS2|TNF	12,26	8
morin	C008548	480-16-0	COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	12,26	5
17-ethynyl-5-androstene-3, 7, 17-triol	C524733		COVID-19	MESH:D000086382		CCL2|CRP|TNF	12,24	2
3,4,5,3',4'-pentachlorobiphenyl	C023035	57465-28-8	COVID-19	MESH:D000086382		CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TNF|UGCG	12,24	6
Hydroxyzine	D006919	68-88-2	COVID-19	MESH:D000086382		ACE2|IL1B|TMPRSS2	12,23	17
Kainic Acid	D007608	487-79-6	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL6|TNF	12,23	5
4-(4-(3-adamantan-1-ylureido)cyclohexyloxy)benzoic acid	C524106		COVID-19	MESH:D000086382		CCL2|IL6|TNF	12,22	5
Taurine	D013654	107-35-7	COVID-19	MESH:D000086382		AGT|IL10|IL1B|IL6|TNF	12,21	6
carbendazim	C006698	10605-21-7	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	12,20	5
Gliotoxin	D005912	67-99-2	COVID-19	MESH:D000086382		AGT|CXCL8|TNF	12,20	3
phoxim	C003135		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,19	5
3'-methoxy-4'-nitroflavone	C091768		COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B	12,18	3
cerous chloride	C026690	7790-86-5	COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	12,16	5
Nitric Oxide Donors	D020030		COVID-19	MESH:D000086382		CXCL10|IL10|TNF	12,16	2
2-methoxy-N-(3-methyl-2-oxo-1,2,3,4-tetrahydroquinazolin-6-yl)benzenesulfonamide	C577942		COVID-19	MESH:D000086382		CXCL8|IL1B|IL6	12,15	4
Imipramine	D007099	50-49-7	COVID-19	MESH:D000086382		ACE2|IL10|IL1B|TMPRSS2|TNF	12,15	19
Lidocaine	D008012	137-58-6	COVID-19	MESH:D000086382		CCL2|CXCL8|IL1B|IL6|TNF	12,15	5
pimecrolimus	C117268		COVID-19	MESH:D000086382		IL2|IL2RA|TNF	12,15	3
resiniferatoxin	C024353	57444-62-9	COVID-19	MESH:D000086382		IL10|IL1B|TNF	12,15	3
Carbenoxolone	D002229	5697-56-3	COVID-19	MESH:D000086382		CCL2|IL6|TNF	12,13	5
mocetinostat	C523184		COVID-19	MESH:D000086382		IL2|IL6|TNF|UGCG	12,13	6
pitavastatin	C108475	147511-69-1	COVID-19	MESH:D000086382		CCL2|IL6|TNF	12,13	5
A-83-01	C507011		COVID-19	MESH:D000086382		CCL2|CCL3|IL6|TNF	12,12	5
MM-589	C000621807		COVID-19	MESH:D000086382		CCL2|CCL3|IL6|TNF	12,12	5
PTC-209	C586999		COVID-19	MESH:D000086382		CCL2|CCL3|IL6|TNF	12,12	5
5-aminoisoquinolinone	C411425		COVID-19	MESH:D000086382		CCL3|IL1B|TNF	12,11	2
N4-(2,2-dimethyl-3-oxo-4H-pyrid(1,4)oxazin-6-yl)-5-fluoro-N2-(3,4,5-trimethoxyphenyl)-2,4-pyrimidinediamine	C510788		COVID-19	MESH:D000086382		CXCL10|IL1B|TNF	12,11	2
Nitroglycerin	D005996	55-63-0	COVID-19	MESH:D000086382		AGT|CXCL8|IL1B|IL6|TNF	12,11	6
Zidovudine	D015215	30516-87-1	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL2|IL2RA|IL6|TNF	12,11	5
amyloid beta-protein (1-42)	C075222		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,10	5
Biotin	D001710	58-85-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,10	5
hinokiflavone	C060299	19202-36-9	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,10	5
Tetradecanoylphorbol Acetate	D013755	16561-29-8	COVID-19	MESH:D000086382		AGT|BSG|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|TMEM106B|TNF|UGCG	12,10	10
Benzofurans	D001572		COVID-19	MESH:D000086382		CCL2|CXCL8|IL6	12,09	5
Melitten	D008555	20449-79-0	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	12,09	5
JZL 184	C534333		COVID-19	MESH:D000086382		CCL2|CCL3|IL1B	12,08	2
Calcium Chloride	D002122	10043-52-4	COVID-19	MESH:D000086382		CCL2|CRP|IL1B|TNF	12,06	3
Arachidonic Acid	D016718		COVID-19	MESH:D000086382		AGT|CXCL8|IL1B|IL6|TNF	12,04	6
Leukotriene D4	D017998	73836-78-9	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	12,04	5
AM 1241	C439263		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,01	5
erdosteine	C048498	84611-23-4	COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,01	5
Liraglutide	D000069450		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,01	5
Metals	D008670		COVID-19	MESH:D000086382		IL1B|IL6|TNF	12,01	5
3,3',4,5'-tetrahydroxystilbene	C041525	4339-71-3	COVID-19	MESH:D000086382		CCL2|CXCL8|IL6|TNF	12,00	5
Propanil	D011411	709-98-8	COVID-19	MESH:D000086382		IL2|IL6|TNF	12,00	5
Galactose	D005690	26566-61-0	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	11,99	5
Physostigmine	D010830	57-47-6	COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	11,99	5
rottlerin	C085746	82-08-6	COVID-19	MESH:D000086382		AGT|CXCL8|IL2|IL6	11,99	6
S-Nitrosoglutathione	D026422	57564-91-7	COVID-19	MESH:D000086382		CXCL10|IL10|TNF	11,99	2
Trichloroethylene	D014241	79-01-6	COVID-19	MESH:D000086382		ABO|AGT|BSG|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|IL7|TMPRSS2|TMPRSS4|TNF|UGCG	11,98	13
daidzein	C004742	486-66-8	COVID-19	MESH:D000086382		CRP|CXCL8|IL1B|IL6|TNF	11,97	5
15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid	D019796	76898-47-0	COVID-19	MESH:D000086382		CCL2|IL6|TNF	11,96	5
Ampicillin	D000667	69-53-4	COVID-19	MESH:D000086382		ACE2|CXCL8|IL1B|IL6|TNF	11,96	20
INT 131	C541917		COVID-19	MESH:D000086382		CCL2|IL6|TNF	11,96	5
Gold Sodium Thiomalate	D006052	12244-57-4	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6	11,95	5
Dipyrone	D004177		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,93	5
Ketotifen	D007665	34580-13-7	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,93	5
Sitagliptin Phosphate	D000068900		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,93	5
2,3-bis(palmitoyloxy)-2-propyl-1-palmitoylcysteine	C069172	87420-41-5	COVID-19	MESH:D000086382		IL10|IL2	11,92	2
calcium silicate	C031293	1344-95-2	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL6	11,92	5
Phe-Leu boronic acid	C433028		COVID-19	MESH:D000086382		IL10|IL2	11,92	2
Silver	D012834	7440-22-4	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|CXCL10|CXCL8|HCK|IL10|IL1B|IL2RA|IL6|TNF	11,89	23
Chlorpromazine	D002746	50-53-3	COVID-19	MESH:D000086382		ACE2|CXCL8|IL1B|IL2|IL6|LZTFL1|TMPRSS2|TNF	11,87	23
7,14-dihydroxydocosa-4,8,10,12,16,19-hexaenoic acid	C535211		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,85	5
Promethazine	D011398	60-87-7	COVID-19	MESH:D000086382		IL1B|IL6|TMPRSS2|TNF	11,84	8
Heroin	D003932	561-27-3	COVID-19	MESH:D000086382		IL10|IL2|TNF|UGCG	11,83	3
Succimer	D004113	304-55-2	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CSF3|CXCL10|IL1B|IL6|TMPRSS4|TNF	11,81	7
3-methyladenine	C025946	5142-23-4	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	11,80	5
herbimycin	C020754	70563-58-5	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	11,80	3
Plant Preparations	D028321		COVID-19	MESH:D000086382		CXCL10|CXCL8|IL10|IL1B|IL6|TNF	11,79	5
Levonorgestrel	D016912	797-63-7	COVID-19	MESH:D000086382		ACE2|AGT|CRP|CXCL10|TNF	11,78	18
acanthoic acid	C099958		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,76	5
Brefeldin A	D020126	20350-15-6	COVID-19	MESH:D000086382		AGT|IL6|TNF	11,76	6
O-1602 compound	C568537	317321-41-8	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,76	5
S-Adenosylmethionine	D012436	29908-03-0	COVID-19	MESH:D000086382		IL1B|IL2|IL6|TNF	11,76	5
trigonelline	C009560	535-83-1	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,76	5
acetyl methyl tetramethyl tetralin	C033116	21145-77-7	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	11,72	3
5-(5-(4-fluoro-2-hydroxyphenyl)furan-2-ylmethylene)thiazolidine-2,4-dione	C512438		COVID-19	MESH:D000086382		IL10|IL6	11,71	5
CPI203	C000599185		COVID-19	MESH:D000086382		IL10|IL6	11,71	5
fisetin	C017875	528-48-3	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	11,71	5
1-nitropyrene	C032668	5522-43-0	COVID-19	MESH:D000086382		CXCL10|CXCL8|IL1B|IL6|TNF	11,69	5
Agmatine	D000376	306-60-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,69	5
Quercetin	D011794	117-39-5	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TNF|UGCG	11,68	23
3-xylene	C031285	108-38-3	COVID-19	MESH:D000086382		CCL2|CXCL8|TNF	11,67	2
Trichothecenes	D014255		COVID-19	MESH:D000086382		CCL2|IL1B	11,67	2
ferumoxtran-10	C097921		COVID-19	MESH:D000086382		IL10|TNF	11,66	2
N(G)-nitroarginine-4-nitroanilide	C080840	85697-89-8	COVID-19	MESH:D000086382		CCL2|IL6	11,66	5
Suramin	D013498	145-63-1	COVID-19	MESH:D000086382		IL10|IL6|TNF	11,66	5
ginsenoside F1	C055327	53963-43-2	COVID-19	MESH:D000086382		CXCL8|IL6	11,65	4
nickel nitrate	C035197	13138-45-9	COVID-19	MESH:D000086382		CXCL8|IL6	11,65	4
3',4',5'-trimethoxyflavone	C441202		COVID-19	MESH:D000086382		CXCL8|TNF	11,60	2
avarol	C023663	55303-98-5	COVID-19	MESH:D000086382		CXCL8|TNF	11,60	2
JP5 jet fuel	C029662	8008-20-6	COVID-19	MESH:D000086382		CXCL8|TNF	11,60	2
microorganism fermentation extract	C508178		COVID-19	MESH:D000086382		CXCL8|TNF	11,60	2
N-(3-(aminosulfonyl)-4-chloro-2-hydroxyphenyl)-N'-(2,3-dichlorophenyl)urea	C469668		COVID-19	MESH:D000086382		CXCL8|TNF	11,60	2
Hydroxamic Acids	D006877		COVID-19	MESH:D000086382		CCL2|IL6|TNF	11,57	5
1,25-dihydroxyvitamin D	C097949	66772-14-3	COVID-19	MESH:D000086382		CXCL8|IL10|IL6	11,56	5
n-tetradecane	C024713	629-59-4	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	11,56	5
Glycyrrhetinic Acid	D006034	471-53-4	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,54	5
Poloxamer	D020442	106392-12-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,54	5
globotriaosylceramide	C018549	71965-57-6	COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
granite	C007886		COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
Haptens	D006241		COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
neosaxitoxin	C034902		COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
Tazobactam	D000078142	93528-38-2	COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
titanium nitride	C041500	11116-16-8	COVID-19	MESH:D000086382		IL1B|TNF	11,53	2
1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one	C583916		COVID-19	MESH:D000086382		IL6|TNF	11,52	5
2-methoxyoestrone-3-O-sulphamate	C405442		COVID-19	MESH:D000086382		IL6|TNF	11,52	5
arsenic disulfide	C058317	56320-22-0	COVID-19	MESH:D000086382		CCL2|CCL3|IL1B|TNF	11,52	2
Cannabidiol	D002185	13956-29-1	COVID-19	MESH:D000086382		BSG|CCL2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|TNF	11,52	6
eutigoside C	C505499		COVID-19	MESH:D000086382		IL6|TNF	11,52	5
margatoxin	C077910		COVID-19	MESH:D000086382		IL6|TNF	11,52	5
Polycyclic Aromatic Hydrocarbons	D011084		COVID-19	MESH:D000086382		BSG|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	11,52	6
SMe1EC2	C534359		COVID-19	MESH:D000086382		IL6|TNF	11,52	5
Organophosphates	D010755		COVID-19	MESH:D000086382		CRP|IL6|TNF	11,50	5
Nicorandil	D020108	65141-46-0	COVID-19	MESH:D000086382		AGT|IL1B|TNF	11,47	3
sodium bichromate	C016104	10588-01-9	COVID-19	MESH:D000086382		ACE2|AGT|BSG|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF	11,47	22
sodium pentaborate	C538809		COVID-19	MESH:D000086382		AGT|CSF3|IL6	11,47	6
sauchinone	C410958		COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	11,43	3
4-iodo-2,5-dimethoxyphenylisopropylamine	C015952	64584-34-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,40	5
RTKI cpd	C101044	170449-18-0	COVID-19	MESH:D000086382		AGT|CXCL8|IL6|TNF	11,39	6
peginterferon alfa-2a	C100416		COVID-19	MESH:D000086382		IL10|IL6|TNF	11,38	5
Emetine	D004640	483-18-1	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8	11,37	2
Oxytetracycline	D010118	79-57-2	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8	11,37	2
Oils, Volatile	D009822		COVID-19	MESH:D000086382		IL10|IL1B|IL2|IL6|TNF	11,36	5
Anthralin	D000875	480-22-8	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	11,35	5
interferon alfa-n1	C554150		COVID-19	MESH:D000086382		IL10|IL2	11,35	2
spirodiclofen	C508135		COVID-19	MESH:D000086382		CCL2|CXCL10	11,35	1
Lithocholic Acid	D008095	434-13-9	COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	11,34	5
benzyloxycarbonyl-valyl-alanyl-aspartic acid	C517629		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,33	5
fluorotelomer alcohols	C033729		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,33	5
Nafcillin	D009254	147-52-4	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,33	5
citral	C007076	5392-40-5	COVID-19	MESH:D000086382		CXCL8|IL2|IL6	11,32	5
Amlodipine	D017311	88150-42-9	COVID-19	MESH:D000086382		AGT|CCL2|CRP|TNF	11,30	3
verlukast	C059141		COVID-19	MESH:D000086382		CCL2|IL1B|TNF	11,30	2
Heme	D006418	14875-96-8	COVID-19	MESH:D000086382		CCL2|CCL3|IL1B|TNF	11,27	2
1,3-dichloro-2-propanol	C033489	96-23-1	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,26	5
Atazanavir Sulfate	D000069446		COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL6	11,26	5
Diflunisal	D004061	22494-42-4	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,26	5
Mequindox	C545385		COVID-19	MESH:D000086382		AGT|IL6|TNF	11,26	6
N-t-butyl-n'-tetradecyl-3-tetradecylaminopropionamidine	C089665		COVID-19	MESH:D000086382		IL1B|IL2	11,22	2
muconomycin A	C005348		COVID-19	MESH:D000086382		IL2|IL6	11,21	5
1,4-naphthoquinone	C035342	130-15-4	COVID-19	MESH:D000086382		CCL2|CXCL8|TNF	11,20	2
clethodim	C441919		COVID-19	MESH:D000086382		IL10|IL1B|IL6	11,20	5
Fenbendazole	D005273	43210-67-9	COVID-19	MESH:D000086382		CCL2|CXCL8|TNF	11,20	2
Bungarotoxins	D002038		COVID-19	MESH:D000086382		CRP|IL1B|TNF	11,18	3
bisindolylmaleimide I	C070515		COVID-19	MESH:D000086382		AGT|CXCL8|IL6|TNF	11,15	6
Cholecalciferol	D002762	67-97-0	COVID-19	MESH:D000086382		AGT|IL10|IL1B|IL6|TNF	11,15	6
Furosemide	D005665	54-31-9	COVID-19	MESH:D000086382		AGT|CSF3|IL10|IL6|TNF	11,15	6
Irinotecan	D000077146		COVID-19	MESH:D000086382		AGT|CXCL8|IL10|IL1B|IL2|IL6|TNF	11,15	6
2,2',4,4'-tetrabromodiphenyl ether	C511295		COVID-19	MESH:D000086382		ABO|ACE2|AGT|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|IL1B|IL2|IL6|TMEM106B|TNF	11,14	23
5-quinoxalin-6-ylmethylenethiazolidine-2,4-dione	C505144		COVID-19	MESH:D000086382		IL10|IL6	11,14	5
hempseed oil	C000716407		COVID-19	MESH:D000086382		IL10|IL6	11,14	5
Arsenic Trioxide	D000077237	1327-53-3	COVID-19	MESH:D000086382		BSG|BTK|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|LZTFL1|TNF	11,13	9
Cloxacillin	D003023	61-72-3	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,13	5
Prostaglandin D2	D015230	41598-07-6	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,13	5
salvianolic acid A	C066201		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,13	5
Silver Nitrate	D012835	7761-88-8	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6|TNF	11,13	5
Tadalafil	D000068581		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,13	5
(+)-JQ1 compound	C561695		COVID-19	MESH:D000086382		ABO|AGT|BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|IL7|TNF	11,11	8
thymoquinone	C003466	490-91-5	COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	11,11	5
2-Propanol	D019840	67-63-0	COVID-19	MESH:D000086382		CCL2|IL6|TNF	11,10	5
5-chloro-2'-deoxycytidine	C035826	32387-56-7	COVID-19	MESH:D000086382		CCL2|IL1B	11,10	2
Eucalyptol	D000077591	470-82-6	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	11,10	5
Glucagon	D005934	9007-92-5	COVID-19	MESH:D000086382		CCL2|IL6|TNF	11,10	5
1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane	C517232		COVID-19	MESH:D000086382		ABO|CXCL8|IL1B|IL6|TNF	11,09	6
dendrochrysanene	C512279		COVID-19	MESH:D000086382		IL10|TNF	11,09	2
3-(2-hydroxy-4-(2-methylnonan-2-yl)phenyl)cyclohexan-1-ol	C572491		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|IL6|TNF	11,08	5
decane	C012867	124-18-5	COVID-19	MESH:D000086382		CXCL8|IL6	11,08	4
n-hexadecane	C007932	544-76-3	COVID-19	MESH:D000086382		CXCL8|IL6	11,08	4
tridecane	C094074	629-50-5	COVID-19	MESH:D000086382		CXCL8|IL6	11,08	4
Cotinine	D003367	486-56-6	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,07	5
dimethylarsinous acid	C472511		COVID-19	MESH:D000086382		CCL2|CXCL8|IL6|TNF	11,07	5
25-hydroxycholesterol	C007997	2140-46-7	COVID-19	MESH:D000086382		CXCL8|IL1B|IL6	11,06	4
1-carboxyheptylimidazole	C031572	68887-68-3	COVID-19	MESH:D000086382		CCL2|TNF	11,05	1
Mineral Fibers	D019016		COVID-19	MESH:D000086382		CCL2|TNF	11,05	1
(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone	C070417		COVID-19	MESH:D000086382		IL10|IL1B|IL6|TNF	11,04	5
Sodium Cholate	D020358	361-09-1	COVID-19	MESH:D000086382		CCL2|IL1B|TNF	11,04	2
Nitrites	D009573		COVID-19	MESH:D000086382		AGT|IL1B|TNF	11,02	3
Antigens	D000941		COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,01	5
bromoacetate	C016274	68-10-0	COVID-19	MESH:D000086382		IL1B|IL6|TNF	11,01	5
deoxynivalenol-3-glucoside	C542050		COVID-19	MESH:D000086382		IL1B|IL6	11,01	4
Salmeterol Xinafoate	D000068299		COVID-19	MESH:D000086382		CCL2|IL1B|TNF	10,99	2
Digoxin	D004077	20830-75-5	COVID-19	MESH:D000086382		CCL2|CXCL8|IL2|TNF	10,97	2
Sevoflurane	D000077149		COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|IL1B|TNF	10,97	2
tributyltin	C011559	688-73-3	COVID-19	MESH:D000086382		ACE2|AGT|CSF3|CXCL10|CXCL8|IL10|IL1B|IL6|TMPRSS4|TNF	10,97	21
3-(4-chlorophenyl)-3-(2-(dimethylamino)ethyl)isochroman-1-one	C468786		COVID-19	MESH:D000086382		IL1B|TNF	10,96	2
Gabexate	D016670	39492-01-8	COVID-19	MESH:D000086382		IL1B|TNF	10,96	2
KC7F2 compound	C545729		COVID-19	MESH:D000086382		IL1B|TNF	10,96	2
manoalide	C045673	75088-80-1	COVID-19	MESH:D000086382		IL1B|TNF	10,96	2
23-epi-26-deoxyactein	C457248		COVID-19	MESH:D000086382		IL6|TNF	10,95	5
arctiin	C077992	20362-31-6	COVID-19	MESH:D000086382		IL6|TNF	10,95	5
hinokiresinol	C119821	17676-24-3	COVID-19	MESH:D000086382		IL6|TNF	10,95	5
praeruptorin E	C036455	78478-28-1	COVID-19	MESH:D000086382		IL6|TNF	10,95	5
Shi-Bi-Lin herbal formula	C503350		COVID-19	MESH:D000086382		IL6|TNF	10,95	5
Sodium Glutamate	D012970	142-47-2	COVID-19	MESH:D000086382		CCL2|IL10|IL1B|IL2|IL6|TMPRSS2|TNF	10,95	8
timosaponin BIII	C553914		COVID-19	MESH:D000086382		IL6|TNF	10,95	5
mineral trioxide aggregate	C086631		COVID-19	MESH:D000086382		IL10|IL2	10,94	2
Organometallic Compounds	D009942		COVID-19	MESH:D000086382		CCL2|CXCL10|IL1B	10,93	2
tesaglitazar	C501413		COVID-19	MESH:D000086382		ABO|CCL2|CCL3|CXCL10|IL1B|IL6	10,93	6
KT 5720	C057416	108068-98-0	COVID-19	MESH:D000086382		CXCL8|IL1B|TNF	10,92	3
Mexiletine	D008801	31828-71-4	COVID-19	MESH:D000086382		IL6|TMPRSS2|TNF	10,92	8
2,4,5,2',4',5'-hexachlorobiphenyl	C014024	35065-27-1	COVID-19	MESH:D000086382		CCL2|CXCL8|IL10|IL1B|IL2RA|IL6|IL7|LZTFL1|TMPRSS2|TNF|UGCG	10,91	11
KN 62	C063302	127191-97-3	COVID-19	MESH:D000086382		CXCL8|IL1B|IL2	10,91	3
Methanol	D000432	67-56-1	COVID-19	MESH:D000086382		IL1B|IL2|TNF	10,91	2
Phytoestrogens	D048789		COVID-19	MESH:D000086382		CCL2|IL1B|IL6|TNF	10,91	5
Cadmium Chloride	D019256	10108-64-2	COVID-19	MESH:D000086382		ABO|ACE2|AGT|BSG|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|IL7|TMPRSS2|TNF|UGCG	10,90	26
