Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
TRMT1	55621	COVID-19	MESH:D000086382		Choline|Ivermectin	6,10	3
VPS37B	79720	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,10	4
XRN2	22803	COVID-19	MESH:D000086382		Choline|Ivermectin	6,10	3
CCL1	6346	COVID-19	MESH:D000086382		Chloroquine|Zinc	6,09	7
SLCO1A2	6579	COVID-19	MESH:D000086382		Chloroquine|Mefloquine	6,09	6
ABHD11	83451	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
AP2B1	163	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	6,08	3
DCTD	1635	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
DYNLL2	140735	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
FOXD1	2297	COVID-19	MESH:D000086382		Choline|Zinc	6,08	3
GALNT7	51809	COVID-19	MESH:D000086382		Choline|Zinc	6,08	3
HINT3	135114	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
ISOC1	51015	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
MAP4K1	11184	COVID-19	MESH:D000086382		Choline|Zinc	6,08	3
MAP7D1	55700	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
MICALL1	85377	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
PGLS	25796	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
PRKAG1	5571	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
RFX4	5992	COVID-19	MESH:D000086382		Choline|Zinc	6,08	3
RPS4X	6191	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
RTKN	6242	COVID-19	MESH:D000086382		Choline|Ivermectin	6,08	3
SCN1A	6323	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	6,08	3
TRIM25	7706	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin	6,08	3
USPL1	10208	COVID-19	MESH:D000086382		Choline|Zinc	6,08	3
DDX18	8886	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,07	4
FNTA	2339	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,07	4
GABPA	2551	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,07	4
HILPDA	29923	COVID-19	MESH:D000086382		chloroquine diphosphate|Zinc Sulfate	6,07	6
NUDC	10726	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,07	4
BHLHE41	79365	COVID-19	MESH:D000086382		cannabidiolic acid|Choline	6,06	2
DKK2	27123	COVID-19	MESH:D000086382		Choline|Zinc	6,06	3
GALM	130589	COVID-19	MESH:D000086382		Choline|Dactinomycin	6,06	2
IFNA2	3440	COVID-19	MESH:D000086382		Emodin|Ribavirin	6,06	7
NAA15	80155	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin	6,06	3
PABPN1	8106	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	6,06	3
RBM39	9584	COVID-19	MESH:D000086382		Acetazolamide|Zinc	6,06	3
TYRP1	7306	COVID-19	MESH:D000086382		Emodin|Zinc	6,06	3
CIAPIN1	57019	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
CSDE1	7812	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
EXOSC4	54512	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,05	4
GALNT12	79695	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
GRIK3	2899	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
RPS26	6231	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
SAR1A	56681	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
SNRPE	6635	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,05	4
SURF1	6834	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
TBC1D5	9779	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
THRAP3	9967	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
TNK2	10188	COVID-19	MESH:D000086382		Choline|Ivermectin	6,05	3
CD22	933	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	6,04	3
IGFBP3	3486	COVID-19	MESH:D000086382		Ivermectin|Sirolimus|Zinc	6,04	5
NEUROD1	4760	COVID-19	MESH:D000086382		Sirolimus|Zinc	6,04	3
NLRP12	91662	COVID-19	MESH:D000086382		Choline|Zinc	6,04	3
POU2F1	5451	COVID-19	MESH:D000086382		Acetazolamide|Ivermectin	6,04	3
SETX	23064	COVID-19	MESH:D000086382		Choline|Zinc	6,04	3
SNRK	54861	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	6,04	3
CLU	1191	COVID-19	MESH:D000086382		Chloroquine|Nifedipine|Zinc	6,03	8
EEA1	8411	COVID-19	MESH:D000086382		Chloroquine|Ivermectin	6,03	7
GPR137B	7107	COVID-19	MESH:D000086382		Choline|Dactinomycin	6,03	2
GRAMD1B	57476	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
HMGB1	3146	COVID-19	MESH:D000086382		Choline|Ivermectin|Melatonin	6,03	5
IMPDH1	3614	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
LEPR	3953	COVID-19	MESH:D000086382		Chloroquine|Choline|Zinc	6,03	8
MPP2	4355	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
NQO1	1728	COVID-19	MESH:D000086382		Choline|Dactinomycin|Ivermectin|Melatonin|Zinc	6,03	7
NXN	64359	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
SEPHS1	22929	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
TRIP12	9320	COVID-19	MESH:D000086382		Choline|Ivermectin	6,03	3
AARS1	16	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,02	4
ABCC8	6833	COVID-19	MESH:D000086382		Mercaptopurine|Sirolimus	6,02	1
DDIT4	54541	COVID-19	MESH:D000086382		Choline|Zinc|Zinc Sulfate	6,02	4
EVI2A	2123	COVID-19	MESH:D000086382		Choline|Sirolimus	6,02	2
FBXO3	26273	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,02	4
SMYD2	56950	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,02	4
SPCS2	9789	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,02	4
TAF15	8148	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,02	4
CES2C	234671	COVID-19	MESH:D000086382		Choline|Zinc	6,01	3
SMURF2	64750	COVID-19	MESH:D000086382		Choline|Zinc	6,01	3
ANKHD1	54882	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
APBB1IP	54518	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
EML1	2009	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
GANAB	23193	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
HEPH	9843	COVID-19	MESH:D000086382		Mercaptopurine|Zinc	6,00	3
KEAP1	9817	COVID-19	MESH:D000086382		Choline|Melatonin|Zinc	6,00	5
MACROH2A1	9555	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
PCBP1	5093	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
PDLIM3	27295	COVID-19	MESH:D000086382		Choline|Losartan	6,00	2
RBPJ	3516	COVID-19	MESH:D000086382		Chloroquine|Zinc	6,00	7
RPS6KA2	6196	COVID-19	MESH:D000086382		Sirolimus|Zinc Sulfate	6,00	2
RPTOR	57521	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	6,00	3
SEPTIN11	55752	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	6,00	3
SHANK3	85358	COVID-19	MESH:D000086382		Sirolimus|Zinc	6,00	3
SNRPG	6637	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
STT3A	3703	COVID-19	MESH:D000086382		Ivermectin|Zinc	6,00	4
TIAL1	7073	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
UBE2S	27338	COVID-19	MESH:D000086382		Choline|Ivermectin	6,00	3
ITIH5	80760	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,99	2
NAB1	4664	COVID-19	MESH:D000086382		Choline|Zinc	5,99	3
SLC9A3	6550	COVID-19	MESH:D000086382		Choline|Zinc	5,99	3
SMOC2	64094	COVID-19	MESH:D000086382		Choline|Mercaptopurine	5,99	2
YY1	7528	COVID-19	MESH:D000086382		Choline|Melatonin	5,99	3
ABR	29	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
ALG2	85365	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,98	4
ANP32B	10541	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
BCAM	4059	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
CAPZB	832	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
DAGLB	221955	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,98	4
GCNT2	2651	COVID-19	MESH:D000086382		Emodin|Zinc	5,98	3
GOLT1B	51026	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
IGF2BP2	10644	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
IGSF1	3547	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
LLGL2	3993	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
NANS	54187	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
NIP7	51388	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
PCYT1A	5130	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,98	4
PITPNA	5306	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
PPP2R5E	5529	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
PRPF8	10594	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
SH3GL2	6456	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
SLC25A24	29957	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
TWF1	5756	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
ZFYVE16	9765	COVID-19	MESH:D000086382		Choline|Ivermectin	5,98	3
ADAM9	8754	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin	5,97	3
CAMTA1	23261	COVID-19	MESH:D000086382		Choline|Zinc	5,97	3
CKLF	51192	COVID-19	MESH:D000086382		Choline|Zinc	5,97	3
DPYSL4	10570	COVID-19	MESH:D000086382		Choline|Dactinomycin	5,97	2
FBL	2091	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin	5,97	3
TCEAL9	51186	COVID-19	MESH:D000086382		Choline|Zinc	5,97	3
CCT4	10575	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,96	3
EI24	9538	COVID-19	MESH:D000086382		Emodin|Ivermectin	5,96	3
GZMB	3002	COVID-19	MESH:D000086382		Mercaptopurine|Sirolimus	5,96	1
NUP155	9631	COVID-19	MESH:D000086382		Choline|Ivermectin	5,96	3
NUP98	4928	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,96	4
PLAU	5328	COVID-19	MESH:D000086382		Choline|Dactinomycin|Zinc	5,96	4
PTGFRN	5738	COVID-19	MESH:D000086382		Choline|Ivermectin	5,96	3
SLC39A4	55630	COVID-19	MESH:D000086382		Dactinomycin|Zinc	5,96	3
SPAG1	6674	COVID-19	MESH:D000086382		Choline|Ivermectin	5,96	3
TUBB4A	10382	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,96	3
ANTXR1	84168	COVID-19	MESH:D000086382		chloroquine diphosphate|Choline	5,95	6
CDKAL1	54901	COVID-19	MESH:D000086382		Choline|Zinc	5,95	3
CTSA	5476	COVID-19	MESH:D000086382		Chloroquine|Ivermectin	5,95	7
RBL1	5933	COVID-19	MESH:D000086382		Ritonavir|Sirolimus	5,95	3
TBX2	6909	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,95	2
GTPBP4	23560	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,94	3
H2AZ2	94239	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,94	3
HJURP	55355	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	5,94	3
MRAS	22808	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	5,94	3
PDP2	57546	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	5,94	3
ACTG2	72	COVID-19	MESH:D000086382		Losartan|Mercaptopurine	5,93	2
ARIH1	25820	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,93	4
CRKL	1399	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
CUL1	8454	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
DCAF11	80344	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
DLL4	54567	COVID-19	MESH:D000086382		Choline|Zinc	5,93	3
FPGS	2356	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
GOLM1	51280	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
H4C8	8365	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,93	4
HIP1R	9026	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
IL10RA	3587	COVID-19	MESH:D000086382		Choline|Hydroxychloroquine	5,93	6
JAK1	3716	COVID-19	MESH:D000086382		baricitinib|Emodin	5,93	3
P2RY6	5031	COVID-19	MESH:D000086382		Choline|Zinc	5,93	3
PCMT1	5110	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
PDCD5	9141	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
PITPNM1	9600	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
POU2F2	5452	COVID-19	MESH:D000086382		Choline|Zinc	5,93	3
RGS17	26575	COVID-19	MESH:D000086382		Choline|Zinc	5,93	3
RPIA	22934	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,93	4
SLC10A2	6555	COVID-19	MESH:D000086382		chloroquine diphosphate|Choline	5,93	6
SLTM	79811	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
TSC22D2	9819	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,93	4
TUSC3	7991	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
UBE4B	10277	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
USP10	9100	COVID-19	MESH:D000086382		Choline|Ivermectin	5,93	3
EWSR1	2130	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,92	3
NCOA4	8031	COVID-19	MESH:D000086382		Chloroquine|Choline	5,92	6
RPL32	6161	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,92	3
TET2	54790	COVID-19	MESH:D000086382		Chloroquine|Choline	5,92	6
APPL2	55198	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
BEX2	84707	COVID-19	MESH:D000086382		Choline|Zinc	5,91	3
CAPN6	827	COVID-19	MESH:D000086382		Choline|Zinc	5,91	3
CCL24	6369	COVID-19	MESH:D000086382		Choline|Zinc	5,91	3
CDKN2A	1029	COVID-19	MESH:D000086382		Ivermectin|Losartan|Melatonin	5,91	5
COX6B1	1340	COVID-19	MESH:D000086382		Ivermectin|Melatonin	5,91	4
DDB1	1642	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
GMPPB	29925	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,91	4
HHEX	3087	COVID-19	MESH:D000086382		Choline|perfluorobutyric acid	5,91	2
KLC1	3831	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
MXRA7	439921	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
MYO1C	4641	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
PDHX	8050	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
PTRH1	138428	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
RCC2	55920	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,91	4
RPS13	6207	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,91	4
SRPK2	6733	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,91	4
TRIM27	5987	COVID-19	MESH:D000086382		Choline|Ivermectin	5,91	3
YRDC	79693	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,91	4
ASIC5	51802	COVID-19	MESH:D000086382		nafamostat	5,90	1
DDAH2	23564	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin	5,90	3
DSTN	11034	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,90	3
KCNQ2	3785	COVID-19	MESH:D000086382		Choline|Mercaptopurine	5,90	2
ODC1	4953	COVID-19	MESH:D000086382		Active Hexose Correlated Compound|Choline|Ivermectin	5,90	4
PTHLH	5744	COVID-19	MESH:D000086382		betulinic acid|Losartan	5,90	2
RSAD2	91543	COVID-19	MESH:D000086382		chloroquine diphosphate|Hydroxychloroquine	5,90	10
SRR	63826	COVID-19	MESH:D000086382		Choline|Sirolimus	5,90	2
ABHD12	26090	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
CD109	135228	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
CD34	947	COVID-19	MESH:D000086382		Chloroquine|Choline	5,89	6
DHTKD1	55526	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
EPS15	2060	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
FAR1	84188	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
GLRA1	2741	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,89	4
HCFC1	3054	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
MCU	90550	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
MYO6	4646	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
NPM3	10360	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
S100A13	6284	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,89	4
SNRPB	6628	COVID-19	MESH:D000086382		Choline|Ivermectin	5,89	3
B3GNT2	10678	COVID-19	MESH:D000086382		Choline|Zinc	5,88	3
CHSY1	22856	COVID-19	MESH:D000086382		Choline|Zinc	5,88	3
LY86	9450	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,88	2
MIR122	406906	COVID-19	MESH:D000086382		Choline|Sirolimus	5,88	2
MRPL12	6182	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,88	3
PRKCG	5582	COVID-19	MESH:D000086382		Sirolimus|Zinc	5,88	3
TDO2	6999	COVID-19	MESH:D000086382		Dactinomycin|Melatonin	5,88	2
TPMT	7172	COVID-19	MESH:D000086382		Ivermectin|Mercaptopurine	5,88	3
CYP2D22	56448	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
CYP3A7	1551	COVID-19	MESH:D000086382		Dactinomycin|Ritonavir	5,87	3
ERMP1	79956	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
FLOT2	2319	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,87	4
FXN	2395	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,87	3
HKDC1	80201	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
HNRNPF	3185	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
NFATC2	4773	COVID-19	MESH:D000086382		Choline|Hydroxychloroquine	5,87	6
PARVA	55742	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
PTBP3	9991	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
RPL30	6156	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
RPL37A	6168	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,87	4
SAP18	10284	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
SHISA2	387914	COVID-19	MESH:D000086382		Choline|Sirolimus	5,87	2
TCERG1	10915	COVID-19	MESH:D000086382		Choline|Ivermectin	5,87	3
DCUN1D4	23142	COVID-19	MESH:D000086382		Choline|Zinc	5,86	3
MYCL	4610	COVID-19	MESH:D000086382		Choline|Zinc	5,86	3
RASGRP1	10125	COVID-19	MESH:D000086382		Hydroxychloroquine|Zinc	5,86	7
ROBO2	6092	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,86	2
SALL1	6299	COVID-19	MESH:D000086382		Choline|Zinc	5,86	3
SLC23A2	9962	COVID-19	MESH:D000086382		Nifedipine|Zinc	5,86	3
APOBEC3B	9582	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,85	4
BNIP3L	665	COVID-19	MESH:D000086382		Melatonin|Tenofovir	5,85	3
FKBP1B	2281	COVID-19	MESH:D000086382		Choline|Sirolimus	5,85	2
GBP1	2633	COVID-19	MESH:D000086382		chloroquine diphosphate|Ivermectin	5,85	7
GRM5	2915	COVID-19	MESH:D000086382		Dactinomycin|Zinc	5,85	3
IL17RB	55540	COVID-19	MESH:D000086382		Choline|Sirolimus	5,85	2
KANK2	25959	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,85	4
NF2	4771	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,85	4
PIM3	415116	COVID-19	MESH:D000086382		Zinc|Zinc Sulfate	5,85	3
PSMD11	5717	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,85	3
ARHGEF7	8874	COVID-19	MESH:D000086382		Choline|Zinc	5,84	3
ARMCX3	51566	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
ATF7IP	55729	COVID-19	MESH:D000086382		Choline|Zinc	5,84	3
COX7A2	1347	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
CYP2C55	72082	COVID-19	MESH:D000086382		Choline|Zinc	5,84	3
ECHDC1	55862	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
GNB2	2783	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
MAGI1	9223	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,84	2
PLOD3	8985	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
PMM2	5373	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
SEPTIN8	23176	COVID-19	MESH:D000086382		Ivermectin|Zinc Sulfate	5,84	3
SFXN3	81855	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
SORBS3	10174	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
TBC1D2	55357	COVID-19	MESH:D000086382		Choline|Ivermectin	5,84	3
TSPAN13	27075	COVID-19	MESH:D000086382		Choline|Zinc	5,84	3
APEH	327	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,83	4
CRY2	1408	COVID-19	MESH:D000086382		Choline|Melatonin	5,83	3
ELOVL3	83401	COVID-19	MESH:D000086382		Choline|Dactinomycin	5,83	2
EMP3	2014	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin	5,83	3
GCA	25801	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,83	4
INPP1	3628	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,83	4
PSMD4	5710	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,83	4
CDS2	8760	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
CEL	1056	COVID-19	MESH:D000086382		Dactinomycin|Zinc	5,82	3
CHTF18	63922	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
CSF2RA	1438	COVID-19	MESH:D000086382		Choline|Zinc	5,82	3
GHITM	27069	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
JARID2	3720	COVID-19	MESH:D000086382		Choline|Zinc	5,82	3
LACTB	114294	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
LIPA	3988	COVID-19	MESH:D000086382		chloroquine diphosphate|Ivermectin	5,82	7
PCBP2	5094	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
PIK3R5	23533	COVID-19	MESH:D000086382		Choline|Zinc	5,82	3
RPL21	6144	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
TNFSF10	8743	COVID-19	MESH:D000086382		chloroquine diphosphate|Dactinomycin|Ribavirin	5,82	9
UQCRFS1	7386	COVID-19	MESH:D000086382		Choline|Ivermectin	5,82	3
BCL2L13	23786	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,81	4
GZMBL1	502004	COVID-19	MESH:D000086382		Mercaptopurine	5,81	1
REL	5966	COVID-19	MESH:D000086382		Dactinomycin|Ritonavir	5,81	3
SMARCE1	6605	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,81	4
XIAP	331	COVID-19	MESH:D000086382		Dactinomycin|Sirolimus|Zinc	5,81	3
ZRANB2	9406	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,81	4
CYP2S1	29785	COVID-19	MESH:D000086382		Dactinomycin|Ivermectin	5,80	3
ENAH	55740	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
HMGCS1	3157	COVID-19	MESH:D000086382		Choline|Ivermectin|Zinc	5,80	5
KPNA4	3840	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
LAD1	3898	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
LRBA	987	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
MIA2	4253	COVID-19	MESH:D000086382		Choline|Zinc	5,80	3
MLLT11	10962	COVID-19	MESH:D000086382		Dactinomycin|Zinc	5,80	3
PLCD1	5333	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
PLEK	5341	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
RIPK4	54101	COVID-19	MESH:D000086382		Choline|Zinc	5,80	3
VAV2	7410	COVID-19	MESH:D000086382		Choline|Ivermectin	5,80	3
CDK5	1020	COVID-19	MESH:D000086382		Ivermectin|Ritonavir	5,79	4
HEBP2	23593	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
HPD	3242	COVID-19	MESH:D000086382		Choline|Zinc Sulfate	5,79	2
LYPLA1	10434	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
MAPK10	5602	COVID-19	MESH:D000086382		Emodin|Melatonin	5,79	2
PPA2	27068	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
PTPN6	5777	COVID-19	MESH:D000086382		Emodin|Zinc	5,79	3
PURA	5813	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
RBL2	5934	COVID-19	MESH:D000086382		Ritonavir|Sirolimus	5,79	3
RBM25	58517	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
RSL1D1	26156	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
SIRT3	23410	COVID-19	MESH:D000086382		Choline|Tenofovir	5,79	2
VGF	7425	COVID-19	MESH:D000086382		Choline|Mercaptopurine	5,79	2
XRCC4	7518	COVID-19	MESH:D000086382		Ivermectin|Zinc	5,79	4
ATG3	64422	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
BZW2	28969	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
CSTF3	1479	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
CTPS2	56474	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
CUL4A	8451	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
GNAI3	2773	COVID-19	MESH:D000086382		Ivermectin|Sirolimus	5,78	3
HNRNPR	10236	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
MTAP	4507	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
PIP4K2A	5305	COVID-19	MESH:D000086382		Choline|Ivermectin	5,78	3
